647	35	6	0
710	755	472	0
505	597	571	1
880	348	1193	-1
376	266	1749	-1
784	500	1777	-1
350	493	1830	1
614	652	2099	-1
54	288	2477	0
49	303	2490	0
90	988	2831	0
61	942	2980	0
342	558	2994	-1
974	316	3106	1
307	709	3194	1
690	319	3198	-1
816	884	3481	1
122	30	3727	-1
604	305	4373	0
656	490	4386	-1
152	908	4433	1
90	759	4517	-1
279	852	4547	-1
60	680	4609	-1
585	18	4625	1
665	134	4824	1
178	425	5051	0
336	303	5174	0
219	870	5226	0
298	18	5234	0
223	508	5484	-1
968	740	5523	1
647	414	6045	0
292	717	6078	0
198	61	6342	1
875	732	6374	1
356	282	6500	0
136	585	6932	-1
286	475	7053	-1
716	641	7075	0
592	204	7800	1
381	658	8286	0
923	513	8327	1
742	404	8362	0
714	950	8413	0
251	906	8590	1
963	741	8741	0
821	368	8924	0
666	635	8968	0
13	829	9114	0
562	119	9127	1
13	791	9209	1
181	970	9286	1
106	518	9348	1
284	549	9423	0
288	275	9484	0
850	368	9612	-1
719	455	9689	0
649	436	9832	1
130	791	9859	-1
788	364	9904	-1
391	86	9970	-1
727	147	10050	0
4	250	10054	-1
68	777	10097	0
732	809	10173	0
929	918	10253	-1
451	780	10255	-1
236	120	10333	-1
787	298	10676	-1
94	380	10711	-1
893	13	10934	0
987	409	11328	0
341	21	11356	0
57	515	12015	0
647	621	12057	-1
306	328	12110	1
120	366	12253	1
226	666	12273	0
939	331	12926	1
161	224	13039	-1
49	683	13093	1
24	654	13230	-1
725	467	13263	-1
298	987	13357	1
867	735	13404	1
503	871	13605	-1
628	63	13663	-1
277	514	13687	0
412	324	13816	0
667	911	13816	-1
44	464	13825	0
186	366	14695	-1
317	682	15741	-1
158	522	15884	1
576	820	16175	0
753	770	16357	0
644	871	16616	1
215	801	16642	1
278	326	17049	-1
395	939	17153	0
347	426	17268	0
212	745	17322	1
625	219	17330	-1
804	740	17391	-1
233	802	17892	-1
248	850	18068	0
158	447	18109	-1
575	812	18331	0
843	262	18383	-1
55	142	18410	0
476	316	19665	0
605	441	19679	1
535	57	19699	0
548	577	19775	1
719	518	20141	0
327	880	20307	0
350	1	20343	-1
487	878	20512	0
435	913	20526	0
46	115	20651	-1
149	798	20708	1
323	682	20715	1
789	147	20757	-1
903	217	20773	-1
257	967	20846	-1
360	407	20929	1
163	689	21057	-1
694	771	21335	-1
776	303	21420	1
78	161	21538	1
769	73	22038	1
105	920	22056	1
428	856	22073	-1
65	544	22082	0
707	857	22162	1
44	572	22381	1
690	361	22441	0
327	221	22588	-1
943	858	22594	0
316	697	22618	-1
569	527	22681	0
56	127	22688	1
411	954	22840	0
924	756	23020	0
148	435	23241	1
546	682	23267	1
303	549	23756	-1
76	464	24560	0
884	13	24763	-1
844	848	24838	-1
991	265	24864	1
370	715	24931	0
371	209	24935	1
507	379	25000	0
199	194	25096	0
117	404	25480	0
632	448	26374	-1
835	297	26422	0
286	307	26477	0
565	594	27036	0
65	135	27048	1
557	933	27159	0
216	708	27253	1
115	782	27442	-1
706	953	27465	1
218	369	27712	-1
849	337	28587	-1
568	383	28607	1
758	160	28609	-1
328	511	28775	1
957	10	28916	0
499	666	28967	-1
755	876	29565	1
508	927	29602	1
917	633	29988	-1
711	801	30009	-1
806	161	30310	0
94	368	30483	0
866	672	30532	-1
408	936	30750	1
789	499	30795	-1
674	827	31643	0
834	436	31660	0
573	838	32017	0
440	197	32229	1
24	542	32234	1
118	721	32259	-1
911	442	32264	-1
849	287	32283	-1
925	765	32284	-1
943	772	32347	-1
745	871	32408	-1
826	476	32428	0
269	153	32545	0
259	700	32589	1
70	237	32808	-1
18	905	32863	1
641	491	33042	0
948	24	33086	0
621	431	33124	1
298	619	33342	-1
8	486	33679	1
810	421	33706	-1
850	310	33797	-1
294	679	33834	0
490	873	33964	0
266	398	34104	1
412	792	34234	-1
147	652	34843	0
845	622	34880	0
446	915	34964	-1
917	956	34987	1
529	328	35072	-1
632	87	35076	-1
248	308	35110	-1
689	383	35119	-1
680	316	35293	1
246	433	35558	0
273	601	36368	-1
169	273	36456	0
372	474	36474	-1
208	158	36933	-1
670	797	37013	1
564	922	37080	0
698	750	37154	-1
625	659	37156	0
841	693	37286	0
987	62	37444	-1
883	647	37810	1
485	926	37846	-1
965	84	38241	0
68	631	38455	0
74	33	38480	1
974	508	38527	1
448	433	38644	1
482	70	38691	0
802	348	38749	1
634	18	38751	0
754	765	38850	0
890	634	38919	-1
195	514	38924	-1
228	392	39043	0
131	755	39171	-1
918	281	39424	-1
772	344	39455	-1
34	351	39515	-1
157	777	39631	0
722	688	39797	-1
789	974	39818	-1
901	88	39890	1
792	565	40009	0
821	13	40043	-1
61	258	40342	0
285	323	40492	0
443	361	40687	0
398	972	40736	0
609	513	40976	-1
404	147	40980	0
26	64	41061	0
438	358	41383	-1
430	606	41434	1
11	219	41457	-1
415	886	41463	0
20	282	41951	1
168	650	42041	1
99	245	42147	-1
885	9	43055	0
77	251	43058	0
399	482	43065	0
667	768	43099	-1
59	606	43207	1
755	504	43453	1
31	324	43460	0
552	422	43504	1
985	448	43918	-1
226	392	43997	1
137	133	44026	0
369	114	44064	1
485	8	44141	0
21	719	44240	1
655	605	44357	-1
806	470	44783	1
652	243	44896	-1
306	295	44944	-1
432	51	44983	0
179	127	45120	0
327	749	45434	-1
89	217	45587	1
942	216	45659	0
735	459	45795	1
175	436	45800	1
309	376	45874	-1
664	145	45960	0
298	994	46055	1
510	237	46277	-1
949	521	46565	1
498	325	46672	-1
790	870	46734	-1
86	269	46757	0
238	194	46847	-1
771	487	47000	0
387	419	47239	-1
917	547	47404	1
388	111	48276	1
172	201	48610	0
601	352	48693	1
687	461	48703	0
422	804	48823	1
2	560	48979	-1
351	484	49184	1
95	989	49226	-1
554	756	49749	0
264	784	49921	-1
653	231	50047	1
71	197	50340	0
444	280	50366	1
333	666	50471	1
211	45	50849	1
240	404	50875	1
466	31	51012	1
258	145	51162	1
594	33	51319	1
753	855	51422	-1
634	683	51759	-1
826	232	51820	0
841	695	51878	-1
145	546	52550	1
99	876	52569	0
292	586	53062	-1
55	868	53164	0
723	877	53243	-1
673	582	53255	0
584	579	53260	1
302	17	53366	1
489	316	53404	0
221	345	53422	0
297	274	53447	-1
882	580	53515	0
301	277	53666	1
346	278	53717	0
208	542	53775	-1
584	72	53840	0
564	957	54094	-1
584	918	54117	0
403	232	54155	1
350	322	54379	-1
766	220	54407	0
209	698	54512	0
365	42	54740	-1
799	145	54748	-1
503	670	55356	0
962	987	55363	-1
168	425	55428	1
140	488	55547	-1
742	65	55566	1
143	119	55752	1
687	481	55927	1
71	289	56010	-1
360	24	56366	-1
850	315	56611	0
18	97	56753	-1
985	98	56841	0
839	861	56972	1
674	24	56986	1
695	290	57160	1
150	279	57161	0
345	578	57175	0
663	564	57371	1
510	191	57439	-1
509	576	57583	-1
602	486	57690	1
426	8	57702	1
557	512	57767	1
218	637	58278	1
771	542	58415	-1
713	973	58497	1
11	233	58803	-1
190	246	58861	-1
174	715	58901	1
94	73	58997	1
812	187	59538	1
256	532	59652	1
993	299	59784	-1
969	628	60047	0
333	201	60185	0
516	815	60212	1
886	402	60270	1
699	476	60303	0
187	94	60331	-1
278	307	60391	1
899	284	60598	1
378	595	60956	1
38	654	61188	1
20	229	61210	1
319	130	61319	-1
299	949	61368	0
635	420	61385	1
614	749	61597	-1
596	619	62132	0
700	30	62149	-1
72	800	62234	1
701	642	62298	0
716	334	62540	-1
832	559	62543	1
536	744	62546	1
996	995	62558	0
390	54	62763	0
904	629	63151	1
551	301	63199	0
123	808	63203	0
847	779	63327	-1
182	605	63508	-1
999	789	63616	0
160	863	63675	1
862	415	63722	0
364	759	63789	-1
304	263	63854	-1
521	295	63898	1
151	438	63917	1
890	638	64004	1
296	460	64072	0
423	568	64207	1
470	767	64240	1
273	401	64323	-1
156	110	64463	0
747	725	64501	-1
805	430	64640	-1
705	342	64813	-1
283	886	64882	0
201	552	64897	1
476	415	65131	1
770	349	65479	-1
181	695	65766	-1
571	285	65881	1
397	818	65905	0
879	495	66070	-1
903	63	66226	0
852	298	66390	0
680	516	66867	1
884	308	66878	1
993	997	66930	0
973	557	67008	1
690	305	67016	0
804	504	67109	1
598	740	67150	1
384	370	67349	1
480	869	67397	0
927	633	67498	0
796	359	67513	1
322	269	67766	-1
648	560	67875	-1
573	758	68070	0
762	21	68240	1
557	188	69045	1
480	448	69094	0
295	36	69150	-1
673	620	69254	0
415	291	69298	1
10	950	69387	0
577	664	69532	-1
945	750	69592	-1
520	795	69671	0
251	134	69800	1
995	393	69847	-1
549	921	70055	-1
758	423	70070	1
898	187	70168	-1
481	509	70264	1
402	362	70362	0
40	390	70527	-1
982	527	70663	0
828	653	70837	1
596	217	70925	-1
290	606	70952	0
39	100	70992	0
134	935	71168	0
701	6	71249	0
718	974	71268	1
334	994	71306	0
590	361	71414	-1
192	550	71558	-1
606	540	71667	0
991	472	71805	-1
865	745	71811	1
585	675	71829	0
709	840	71970	1
468	423	72293	-1
800	749	72362	-1
767	398	72406	1
460	494	72414	1
902	653	72416	-1
720	20	72687	0
459	497	72688	1
630	877	72705	0
594	176	72773	-1
941	15	72874	-1
221	635	72949	1
363	187	72959	1
238	176	73007	-1
726	976	73035	-1
139	116	73172	-1
506	656	73264	0
179	972	73265	-1
549	6	73394	1
426	921	73576	0
374	864	73583	0
952	188	73650	0
520	257	73712	1
728	37	73918	-1
797	470	73940	-1
584	179	73954	1
990	403	74164	0
897	370	74325	0
438	65	74464	1
900	731	74601	1
244	197	74860	0
348	778	74920	1
57	232	75040	-1
58	369	75266	-1
601	750	75346	-1
565	998	75349	0
434	984	75584	-1
865	278	75602	0
688	488	75764	0
498	599	76095	-1
690	509	76257	1
413	39	76268	-1
233	985	76307	0
859	857	76412	1
332	338	76675	0
344	471	76919	-1
857	600	77139	0
347	707	77219	0
448	757	77307	0
265	941	77335	1
752	460	77389	0
57	502	77441	1
400	843	77458	0
462	252	77593	-1
807	423	77615	0
163	344	77740	-1
66	587	77857	-1
772	952	78011	-1
461	420	78169	-1
943	538	78317	-1
844	778	78345	0
552	709	78370	1
178	928	78718	-1
7	623	78724	-1
71	910	78788	-1
833	988	78969	1
205	522	79075	1
531	397	79101	1
189	161	79115	1
579	472	79177	1
107	855	79187	1
384	940	79238	0
746	914	79269	1
365	786	79613	1
860	733	79619	1
830	904	79665	1
623	816	79767	1
393	983	79768	1
125	9	79816	1
153	832	79935	1
175	830	79966	-1
685	508	80016	1
119	527	80547	0
696	49	80587	0
996	294	80671	1
712	557	80775	0
561	958	80855	0
138	393	81076	-1
139	345	81310	-1
910	549	81536	1
81	980	81665	0
418	143	81808	0
335	352	82009	1
291	330	82020	0
108	721	82053	0
21	874	82055	-1
648	780	82091	0
211	298	82221	-1
575	128	82290	-1
496	726	82362	1
995	974	82573	1
671	805	82650	1
2	616	82700	-1
741	460	82833	1
688	996	83083	0
608	114	83094	-1
10	573	83186	1
912	473	83201	1
667	378	83303	1
727	266	83316	-1
403	100	83361	0
358	426	83429	0
